A1	A2	B1	B2
1234	1127	878	850
99	91	72	71
1874	1657	1865	1732
57	54	62	99
979	858	922	813
52	59	63	59
19886	17350	17625	15330
1836	1950	1629	1689
1	4	4	7
778	642	873	546
11649	10183	11444	10951
1310	878	958	936
34	17	9	12
1913	1659	1855	1695
0	0	1	0
414	340	302	302
1	4	6	9
275	245	199	190
3315	3160	3751	3214
6	7	9	5
4	2	3	2
144	120	125	125
22	21	27	19
160	140	171	215
39	24	61	44
213	150	230	268
0	0	3	0
24	43	46	33
4	10	7	3
0	7	1	1
14	11	13	8
0	2	5	5
4	4	6	3
229	184	193	203
693	586	696	578
5	1	9	10
1587	1531	1327	1479
800	763	954	645
19	20	35	30
1964	1867	1994	1896
180	164	287	253
771	669	826	546
1462	1147	1210	952
74	64	62	56
1010	967	1111	948
32657	28905	32042	29794
20	2	14	12
164	90	158	100
316	259	288	199
10	2	2	3
3	0	3	4
2094	1705	1947	1438
2	0	0	0
18	12	8	6
4	0	1	1
530	510	593	434
8	5	8	3
0	0	0	0
1	0	0	0
3	0	1	0
1475	1348	1282	1297
54	46	42	47
1631	1375	1458	1417
3272	3026	2762	2556
0	0	2	2
32	39	34	25
0	0	0	0
0	0	0	0
155	127	196	120
4232	3812	3564	3182
2681	2613	3131	3699
49	50	93	144
593	560	658	452
2	2	1	1
1623	1348	1819	1572
1704	1379	1861	1587
1751	1409	1886	1599
469	483	578	497
159	121	190	149
128	114	136	62
212	253	353	287
103	110	129	104
85	76	91	58
7639	6972	6528	5898
7576	6881	6423	5692
813	832	787	682
0	2	2	2
854	877	660	605
285	381	397	273
1629	1452	1735	1560
508	449	528	429
198	159	144	156
2438	2333	2267	1971
8	14	13	17
3093	2751	3308	2820
10	12	12	13
4	0	13	0
2	0	1	0
192	158	164	165
386	192	286	225
4	6	10	7
34	12	26	20
188	169	186	149
249	227	191	218
83	63	149	95
2	4	4	0
352	248	260	191
0	0	0	0
83	74	55	43
4	0	4	2
19	20	10	13
50790	46460	47830	47146
32	32	29	25
4882	3251	5737	3578
3066	2714	2625	2568
356	288	295	279
25	32	10	29
16	17	37	33
0	0	0	0
878	946	928	801
2	0	5	2
832	776	876	744
401	487	560	439
87	79	90	61
2409	1991	2083	2034
470	594	616	670
807	627	622	565
195	175	165	221
1145	1062	844	1014
0	0	0	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	3	1
0	0	1	1
0	0	0	0
6363	5903	4731	5433
0	2	0	0
21702	18404	20125	18933
5	2	0	6
522	627	616	847
234	183	202	172
8	0	0	4
4413	4150	3477	3075
99	80	105	77
279	187	264	218
16	18	10	14
15032	13099	15131	15199
19391	16663	17434	17400
323	352	456	545
286	321	409	476
7981	6835	7423	7337
0	0	0	0
0	0	0	0
0	0	1	0
0	0	2	1
0	0	0	0
32	25	33	33
1600	1030	1575	1475
19	31	18	21
19	34	19	24
19	34	19	24
19	34	19	24
1014	892	1114	877
1255	1080	1387	926
0	0	0	1
83	29	66	107
41	13	24	39
4	0	0	2
50	27	33	28
1	0	2	0
1521	1089	1944	1490
8	5	3	1
1521	1274	1293	1075
413	539	574	434
11	10	11	2
24	16	25	12
11	3	10	5
4	0	2	1
0	0	0	0
2	2	2	1
14	10	5	10
0	0	1	0
2	0	2	0
0	2	0	0
0	0	0	0
148	100	98	129
15	11	22	9
7	2	6	11
12	3	11	13
0	2	0	0
446	402	367	416
0	0	1	0
0	0	0	0
557	361	413	405
25	17	25	18
0	0	1	0
102	43	73	30
0	0	0	0
880	788	781	524
2319	1902	2114	1387
302	262	344	347
2605	2259	3638	2547
227	197	252	190
0	0	12	4
590	528	866	577
123	175	190	200
0	0	0	2
4	4	2	0
23485	21665	22766	20442
92	99	87	110
38	25	68	61
4	6	7	2
10	14	15	2
0	0	0	0
0	2	0	0
1416	1214	1624	1068
1	2	5	5
2	4	5	5
304	215	321	198
0	0	0	0
14	12	19	21
2	4	1	0
0	0	0	0
20	9	14	19
40	19	32	57
0	0	0	0
74	86	104	69
0	2	0	0
16	12	6	11
0	0	0	0
4	2	4	2
2	0	2	0
18037	16444	14604	12041
338	271	207	206
308	198	163	145
1254	1129	1153	1123
5	2	1	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	52	39	0
599	522	699	567
10	4	5	4
2098	1907	1864	1748
1061	1005	882	711
265	238	374	332
967	770	776	728
0	0	0	0
0	0	0	0
6	4	2	5
87	87	133	123
17	11	30	19
174	110	142	86
5	2	6	2
1	0	2	0
21956	16920	19216	16301
35	29	30	20
633	533	549	511
54	45	56	26
319	282	336	268
197	187	259	197
38	17	44	27
200	90	138	102
0	2	2	1
2253	2284	2129	1915
218	127	127	71
1120	1062	1450	1026
223	174	200	198
16	22	23	17
58079	50755	48507	45539
270	222	168	228
1184	998	1018	976
5671	4825	4316	3988
953	885	689	816
44048	39573	39949	36135
31236	27712	29576	25313
698	705	821	618
78	95	84	78
135	132	115	75
3520	3148	3086	2598
175	137	199	126
1031	968	847	897
39	27	23	31
5147	4644	4076	3701
3340	3119	2680	2460
17134	14665	16183	13115
11757	10701	10968	8574
378	304	286	212
100	168	86	98
1050	899	834	818
320	314	756	908
2	0	0	0
100	98	576	788
189	156	134	152
458	521	378	442
26855	23053	24941	17562
886	862	975	760
17	11	24	5
1	3	2	3
7117	6450	5467	5936
228	181	149	163
3435	3063	3508	2660
0	0	1	1
606	418	632	533
268	216	342	273
428	309	479	391
291	256	325	288
3	3	1	0
356	300	422	285
39	17	36	32
519	442	762	562
77	78	80	78
569	448	547	416
3074	2565	2549	2262
662	611	705	680
662	611	705	680
2	7	2	3
43	73	61	44
68	66	36	38
0	0	0	0
2	0	0	0
13837	12301	12987	12985
6252	5278	6148	5968
0	1	3	1
2105	1972	1686	1754
2708	2232	2236	2356
465	591	492	639
0	2	2	0
1684	1343	1424	1445
303	402	372	435
13	22	8	17
13	22	8	17
47643	48222	40129	40511
392	436	236	352
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	0	1	2
5842	5729	5662	6742
187	169	164	180
3017	2769	3370	2861
12	18	14	33
0	2	0	0
575	529	538	417
1	0	1	0
0	2	1	1
330510	276596	327511	290901
0	1	2	1
2	1	1	2
0	0	0	0
3	4	0	2
2	1	0	0
1388	1324	1158	1079
47390	43418	36488	37834
1632	1598	1743	2441
6	6	15	8
14	12	22	6
1502	1516	1968	1540
0	0	0	0
2	0	1	2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
811	633	846	667
4926	4109	4133	3482
0	2	4	4
14	18	16	7
2168	2161	1938	1814
2135	2123	1922	1779
0	2	0	1
0	1	3	0
0	0	0	0
2	0	1	0
2	0	2	2
63	79	28	37
1132	839	1376	1155
3222	3081	2214	2388
0	0	1	0
0	0	0	0
31520	26173	29013	32442
9951	8719	8408	8105
4	0	2	5
0	0	0	0
4472	3959	4368	3481
1213	935	1001	810
108	64	121	74
1418	1386	1420	1227
422	387	360	343
796	718	797	698
282	307	319	268
4	6	0	1
410	338	390	360
83	59	72	68
14	14	26	26
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
6	2	0	1
0	0	0	0
0	0	0	0
3289	2953	3564	2643
66	32	37	36
4	8	6	8
3	6	7	4
1	4	2	2
1	4	2	1
732	390	486	282
0	0	0	0
372	328	531	339
1	10	11	5
1257	1210	1301	1175
0	0	0	0
4	2	5	1
0	0	0	0
0	0	0	0
0	0	1	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
29	52	26	38
17932	16486	15547	13175
462	477	398	342
6	6	23	22
1039	1075	1214	1273
0	0	1	0
8	8	4	4
0	0	0	0
446	384	399	384
153	131	131	134
11348	10436	11533	10187
195	213	243	200
176	195	224	179
3101	2982	2730	2495
6	8	5	8
1445	1385	1256	1310
6	10	6	17
1178	1101	1281	1262
1328	1166	1532	1420
17560	15377	16350	16151
2278	2016	2128	2101
20	29	30	35
1787	1576	1521	1451
4194	4063	3778	4361
0	0	0	0
10	3	0	3
143	81	178	130
0	0	0	0
0	2	1	2
777	648	867	777
181	145	199	217
19	26	19	29
11	14	12	10
397	355	533	406
652	506	676	423
0	0	0	0
226	180	461	340
0	0	2	2
3456	3082	3550	2896
92	96	52	98
6	0	3	0
3	2	0	1
0	0	0	0
866	902	741	1065
1265	1146	1276	1231
633	641	662	721
474	469	394	622
0	1	0	2
4084	4008	4006	5272
787	879	843	1034
141	147	123	165
382	461	397	530
3993	3696	3994	4037
1249	1235	1085	1312
137	149	117	158
142	155	125	166
6400	6719	7838	9142
337	311	289	310
8	18	20	13
9320	8751	9189	9926
15	21	39	41
1419	1228	1419	1534
0	0	2	2
4920	4828	4087	3141
96	62	83	66
426	332	449	356
1875	1835	1524	1436
3710	2930	3697	3088
357	282	382	270
55	41	109	73
103	64	92	98
274	240	369	252
36	26	29	22
485	370	400	426
0	4	2	2
11	5	9	9
89	92	104	97
2244	1928	1917	1929
1077	933	945	865
220	172	197	168
22863	21066	20982	20165
3	0	0	2
0	0	2	1
636	586	637	601
20	11	60	13
562	533	391	487
487	309	311	364
34	44	18	4
18	19	9	6
0	0	0	0
2	0	0	1
1821	1712	1628	1393
1709	1540	1811	1481
4	4	9	4
22	25	38	41
746	787	785	632
6333	5335	5123	4563
269	267	278	274
1192	986	1188	938
49971	40525	41055	42470
111	65	78	74
1150	1016	567	766
113	69	84	80
1	0	0	0
1670	1581	1437	1297
3792	3368	3197	3060
1100	1041	918	879
324	286	353	273
0	0	98	62
0	0	2	2
67	53	128	99
29	21	121	93
59	41	28	14
2	0	6	0
574	455	592	450
0	0	3	1
1058	976	813	763
75	99	92	92
0	0	0	0
12	23	24	16
0	0	0	0
0	0	0	0
1674	1472	1226	1336
47	43	60	42
3214	2797	3403	2718
536	521	611	462
60	47	82	57
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
412	383	451	271
90	20	50	40
44	40	44	52
36	24	21	18
6	8	0	0
10327	9362	8839	10075
0	0	0	0
324	321	208	257
0	0	1	0
363	353	417	472
594	500	502	478
0	0	0	0
6	0	2	3
2	4	1	1
6	16	1	6
173	185	260	186
21113	20460	28110	23517
262	160	86	72
4319	3848	7154	4632
0	1	0	0
981	733	966	798
67	57	83	54
1133	1012	1195	1137
56	70	48	38
0	0	0	0
1	3	1	1
0	0	0	0
8	5	4	4
0	2	0	0
0	0	0	0
0	0	0	0
0	0	0	0
458	371	452	377
1288	1114	1121	1038
463	509	629	484
2	4	1	2
315	311	434	410
178	150	228	180
799	678	820	682
29	29	49	38
2	0	0	0
3	1	19	5
7	5	5	3
1932	1811	1781	1492
0	2	0	0
3833	3756	2564	2811
0	0	0	0
1460	1427	898	971
203	237	238	182
17	19	16	16
185	160	246	198
2	0	0	2
0	0	1	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
365	282	400	305
0	2	0	0
1522	1532	1579	1442
24	19	60	35
1666	1484	1449	1236
404	361	292	318
397	349	227	256
5174	4407	4721	4201
5145	4380	4698	4183
3684	3598	3713	3054
0	0	0	0
4	0	1	1
0	0	0	0
0	0	0	0
19	31	47	34
2576	2470	2291	2472
122	119	117	81
89	89	155	126
2	3	4	6
0	0	4	1
735	745	900	787
0	0	1	0
0	0	0	0
0	6	5	2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	2	1
0	0	0	0
0	0	2	1
0	0	0	0
0	0	0	0
0	0	0	0
132	134	216	155
6	8	6	4
0	0	0	2
0	0	0	2
2	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
3	1	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
8846	8846	8855	7742
23329	21332	22683	19687
3456	3123	4329	3348
27	18	21	24
0	0	0	0
40	31	32	36
278	207	286	254
2	1	1	4
361	445	470	414
334	242	363	318
0	6	7	0
471	447	525	499
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
14	2	9	4
2	8	4	2
618	513	637	657
0	2	0	1
2	2	0	0
106	49	151	122
7	9	0	1
0	0	0	1
0	0	0	1
0	0	0	0
0	0	10	5
0	0	0	0
2016	1552	1624	1494
0	2	3	4
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
29	22	40	38
1306	1398	1734	1318
248	206	300	242
0	0	0	0
0	0	0	0
14	5	9	7
2419	2249	2517	2447
208	209	258	198
468	452	339	505
1149	1024	1195	820
122	116	93	67
512	608	601	633
16	16	15	5
12950	11462	12503	9639
8	6	7	2
9137	8253	7840	7957
441	336	425	358
3	3	0	0
1792	1872	971	867
36	33	11	12
13	10	10	5
2	0	0	0
117	97	123	115
0	0	0	0
0	1	0	0
0	0	0	0
2072	2108	2675	2574
74	92	146	104
524	529	544	434
116922	107292	106298	106041
15	11	15	14
56883	51921	51276	50707
59069	54213	53580	53569
36	60	32	36
4069	3726	4119	3342
42	63	54	45
4681	4290	5112	3969
59	53	86	51
5	11	4	7
307	270	328	304
4	2	1	0
1812	1648	1762	1782
1120	1139	1194	1307
2	2	3	1
0	0	0	0
722	654	684	531
2	1	3	0
0	0	0	0
4323	3236	4440	2988
21	30	30	21
19	28	28	20
2074	1925	1717	1482
7	2	6	4
4	0	2	0
77	51	58	14
12	5	23	6
3	0	5	2
41	26	23	10
964	1089	1075	941
679	730	821	671
928	756	788	676
3344	3169	2764	2575
10520	9487	8939	7432
4796	3923	3403	2636
88	100	118	82
0	4	0	0
2968	2270	3597	2621
61	32	48	43
126	76	104	94
22	22	29	21
1	2	3	0
177	210	78	66
0	0	0	0
0	0	0	0
0	0	0	0
1	0	1	0
0	0	0	0
462	402	420	379
2741	2481	2314	2122
0	0	0	0
0	0	0	0
1229	968	896	828
2	0	0	0
480	485	381	353
181	152	222	168
0	0	1	2
0	0	1	0
46	11	40	18
3989	3961	4015	3667
45	30	9	18
168	162	182	120
0	0	0	0
379	302	325	426
191	193	190	164
3	4	1	6
0	0	3	2
157	83	120	94
923	313	830	483
676	523	832	617
940	844	1115	739
1899	1656	1187	1725
16	8	23	7
4	4	13	3
18	22	23	18
0	0	0	0
1955	1511	2146	1735
127	113	156	127
929	801	1096	1061
76	61	90	81
27	9	23	16
30	19	29	14
30	20	29	16
0	0	0	0
765	737	694	692
1069	940	1217	917
4	3	1	1
4114	3689	4464	4081
249	258	323	336
105	123	103	106
0	0	0	0
0	2	0	0
0	2	0	1
1	0	0	1
515	260	667	615
6	0	2	0
1714	459	1565	552
1	0	1	0
8	18	46	39
778	350	809	472
338	281	536	537
227	190	169	155
140	125	182	139
124922	111480	116744	100722
123	137	196	138
122	138	198	134
6	7	8	4
2	10	5	12
612	467	637	596
2764	2199	2753	2092
319	242	385	424
533	435	434	424
124	112	83	91
2	8	2	2
64	85	101	84
4917	3742	6197	4136
4916	3742	6193	4135
196	161	182	160
548	527	449	432
75	54	87	73
95	81	78	61
401	376	595	418
714	658	592	680
95	77	83	118
74	52	87	70
12	10	31	9
0	0	0	0
2	2	4	0
0	2	0	0
5	10	3	2
2891	2739	2597	2426
3954	3441	4806	3599
242	228	326	255
25	23	2	4
0	0	0	0
2513	2107	2013	1582
726	707	548	532
221	207	280	211
1017	821	957	661
229	180	220	182
160	113	164	145
2	4	0	0
0	0	1	2
12	13	1	5
0	0	0	0
756	580	774	674
2154	1880	1454	1585
2622	2329	2259	2170
1	1	1	1
691	631	891	636
27193	24512	21108	19876
8	8	14	6
17	16	17	17
31	31	28	27
432	424	416	353
606	588	422	471
12	11	24	26
37	25	38	60
307	257	318	274
860	732	967	636
275	266	266	211
0	0	0	0
71	35	62	30
35	32	56	30
12	4	7	1
0	0	0	0
7	6	0	1
0	4	0	0
4	0	0	0
3	6	0	0
0	0	0	0
0	4	2	0
0	2	0	0
37	41	8	11
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
19633	16770	18657	17427
3027	2343	2841	2406
3011	2845	2601	2728
121	116	228	183
1633	1388	1561	1358
493	360	544	383
805	804	771	603
581	480	470	434
185	165	140	168
5075	4435	4469	3794
0	0	0	0
17157	15218	16874	15422
179	164	184	171
1	2	1	1
0	2	4	1
0	0	0	0
1	0	0	0
0	0	0	0
0	0	0	0
2	0	2	0
0	0	3	0
1	0	0	0
1	0	0	0
0	0	0	1
0	0	0	1
1	0	1	1
0	0	1	0
0	1	2	1
0	0	5	0
480	298	522	464
141	115	148	97
853	749	809	679
4	4	1	4
1878	1586	2063	2049
167	154	181	137
14	12	18	17
0	0	0	0
1635	1422	155	90
1	2	1	2
28	10	26	21
255	306	187	242
0	0	0	0
561	433	429	390
1668	1633	1455	1419
485	410	588	610
2809	2369	2901	2371
0	0	0	0
681	591	526	565
5049	4457	4045	4739
286	314	290	362
4788	4424	4900	4352
450	391	287	316
323	288	197	219
361	326	218	250
813	672	662	799
205	185	208	171
1	0	3	1
22257	19919	18650	15313
4	4	4	6
2639	2119	1607	2193
111	97	88	132
28	51	70	70
0	0	14	12
0	0	0	0
0	0	0	1
10	0	22	12
0	0	0	0
0	0	1	1
0	0	1	1
0	0	1	1
988	840	1154	937
296	235	271	206
1102	1013	1090	1167
22170	21134	23505	21524
3162	2755	3153	2851
38	21	25	20
33	26	25	15
563	466	506	450
5364	4436	5790	3938
25768	21949	25187	20744
15076	13144	13499	11296
226	235	248	221
2127	1991	1881	1665
184	127	188	167
469	357	432	418
548	451	556	468
1168	1086	1179	1075
38	44	21	22
4037	3738	3377	3113
733	724	607	590
1484	1293	1523	1273
335	253	392	305
2263	2204	2094	1627
8	2	2	1
346	306	390	283
0	0	0	0
616	689	690	715
451	522	639	554
807	674	1059	811
0	2	0	1
1201	1001	1106	1183
369	327	491	367
29	33	31	31
47	47	40	52
12	1	2	1
0	2	0	1
26	0	9	6
3	0	0	0
1	0	3	6
5	9	24	30
61	52	130	124
0	0	0	0
2	1	0	0
0	0	0	0
711	488	618	522
20	18	14	12
0	0	1	0
247	158	197	136
36	20	0	0
13	4	0	0
0	0	0	0
0	0	0	0
92	11	91	16
814	614	532	652
4437	4137	3194	3824
5	8	8	6
249	151	249	195
1241	975	1678	1024
152	159	325	192
252	240	312	228
398	418	411	326
1167	1202	1033	1337
0	3	1	1
5886	5039	6157	4154
133	124	136	111
7316	6185	6986	6004
5	0	1	4
2	0	0	1
0	0	0	3
13	16	10	12
15876	15354	14866	13626
6	4	8	6
2	4	2	0
0	0	1	0
4	2	4	2
0	0	0	1
508	510	724	495
15907	13800	12716	12501
7	6	5	1
2	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
10	0	0	0
0	0	0	0
184	158	150	151
367	348	285	272
373	354	289	276
534	443	435	460
535	443	436	460
0	0	0	0
8	4	1	1
143	134	156	139
441	386	474	386
1139	970	1238	1270
32	44	61	53
0	0	0	0
0	0	1	2
0	0	0	0
8149	7559	7877	6091
1409	1335	1369	1054
402	436	477	308
452	362	458	432
7	4	8	8
614	531	620	526
1148	942	1164	812
0	0	0	0
0	0	0	0
0	0	0	0
0	0	1	0
0	0	0	0
4	0	1	1
20035	17873	21517	20802
470	484	376	433
423	463	342	418
397	409	305	351
0	0	0	1
82	50	77	57
2	0	2	2
0	0	0	0
3	3	8	2
37	28	58	16
0	1	0	0
2673	2381	2512	2311
38	50	61	59
21	22	25	34
32650	29370	36352	41870
32651	29372	36354	41875
0	0	0	0
72	71	103	64
4519	4068	4270	4574
2518	2377	2517	2340
15	21	3	15
73	58	15	4
0	0	0	0
0	0	0	0
0	0	1	0
254	322	406	341
1750	1462	1751	1406
140	117	117	140
14	10	12	12
50483	37999	50489	44452
6628	4547	4216	3839
5	3	1	0
0	0	6	3
0	0	2	0
0	0	0	0
0	0	0	0
56	58	58	50
20	15	28	18
0	0	0	0
4	5	4	1
948	635	1045	909
179	148	222	188
682	608	819	658
1142	937	863	805
1890	1617	2206	1771
1	0	3	1
1	0	3	1
2	2	2	3
465	395	545	435
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
9	5	19	13
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2262	1597	2448	2180
125	106	117	127
2470	1884	2319	1923
3	8	8	5
305	243	257	214
668	641	539	596
13	13	17	16
13	14	13	5
2	2	3	2
117	99	129	88
2753	2675	2564	2010
728	612	539	606
0	0	0	0
0	0	3	3
0	0	0	0
142	113	103	69
0	2	0	0
276	351	388	325
0	0	16	8
9643	7489	5780	6607
148	94	100	162
12	20	18	18
0	0	1	1
0	0	0	0
0	0	0	0
2	0	2	0
415	327	400	345
397	330	393	307
2690	2546	2421	2404
774	878	628	668
14	22	17	9
225	251	294	235
91	100	126	122
76	50	66	47
1630	1609	1163	1106
3089	2470	2896	2828
31645	27405	31171	29873
6	7	14	10
747	770	675	819
1765	1414	1541	1574
41	70	96	113
8	6	9	6
1488	1195	1124	1224
1	0	9	3
2	3	4	3
0	0	0	0
1591	1583	1493	1569
87	86	62	85
261	241	202	186
374	337	398	313
14376	12459	13557	12930
4	2	1	1
1	2	0	0
4	5	8	10
0	0	2	0
6	5	14	13
4847	4181	4576	3849
816	715	861	618
882	634	830	647
48	22	44	45
922	812	800	804
6	5	1	1
188	128	197	153
483	404	540	462
17	11	21	11
11484	9825	10626	9687
487	442	378	403
1000	1019	999	1158
2311	2117	1765	1950
181	129	180	116
567	502	536	497
226	167	297	277
906	822	873	898
0	0	1	0
98	116	108	86
1545	1335	2362	1129
31	23	34	39
1	0	0	0
1	0	6	2
13	4	16	10
661	595	745	509
2	2	5	2
0	0	0	2
2	0	1	0
962	840	718	793
1	0	2	0
1	0	2	0
0	0	2	0
5136	4386	6050	4989
338	351	306	345
47	43	62	53
0	0	0	0
25901	24419	22308	20141
12	16	26	22
138	148	124	109
2774	2498	2458	1783
5508	4978	4275	3888
364	409	323	300
0	3	0	0
0	3	1	0
83	63	80	66
91	65	79	61
242	210	218	127
396	417	462	408
29	29	25	13
4	7	5	1
1	0	0	0
0	0	0	0
2011	1657	1565	1441
448	358	327	285
0	0	1	2
538	527	407	407
848	606	806	827
383	328	403	376
0	1	0	0
44	0	36	32
25	36	51	48
123	119	123	117
275	236	282	224
1316	1060	1544	1454
0	1	0	0
44	32	53	32
309	289	332	305
2631	1890	3047	2114
158	118	222	121
92	75	117	59
8	0	0	2
0	2	0	0
347	308	393	398
24	20	16	8
30	31	35	31
411	324	305	264
925	737	866	763
36	13	20	12
2207	1820	2142	1963
14	11	11	11
13	5	11	20
4868	3991	4956	4411
6041	5323	4933	5073
718	753	697	725
7813	6942	6820	6437
448	520	470	484
21	25	19	19
3598	3161	3651	3083
4391	3957	4834	3538
0	0	0	0
1258	1125	1426	1003
4	4	2	3
7124	6753	6380	5884
602	539	521	524
6	4	2	4
27	41	10	17
1377	1260	1232	1168
232	188	210	223
0	0	0	0
0	0	0	0
51	27	75	38
7	14	10	6
186	167	204	159
0	5	2	4
5837	5619	5595	4593
140	132	114	86
468	506	550	575
19	11	11	8
2	1	1	1
1298	1244	1094	997
2	3	3	2
4786	3665	4494	3152
0	0	0	0
2	3	9	4
2923	2656	2652	2180
191	151	125	107
73	52	58	29
102	101	129	91
64	44	66	61
0	0	1	0
0	0	2	1
473	468	319	308
77	55	79	53
2835	2090	2709	1784
0	0	1	1
74	59	72	40
911	794	735	812
0	0	0	0
329	277	291	308
527	499	472	521
2	0	0	0
2	0	0	0
19	17	16	25
117	76	128	123
31	19	18	20
98	47	70	31
5685	1417	3777	1337
2	2	2	1
1047	895	955	971
3213	3015	2824	2651
285	232	247	163
89	55	95	79
0	0	1	0
458	416	389	291
665	614	713	525
0	0	1	1
197	121	244	161
440	402	423	350
0	0	4	6
135	111	127	108
4059	3789	4233	3665
873	818	800	575
10	9	1	0
65	47	34	28
2	2	2	1
0	0	0	0
0	0	1	1
0	0	0	0
0	0	0	0
2	0	0	0
0	0	1	1
144	125	191	133
9	6	6	3
0	0	0	0
0	0	0	0
1279	994	1237	935
3021	2135	2705	1813
2	3	0	0
1239	1168	1038	1047
13	18	5	15
3397	3132	3198	2835
0	0	0	1
230	242	169	134
2019	1724	2517	1831
204	127	125	54
2	2	0	1
7	2	3	0
818	679	769	545
1637	1433	1515	1406
2477	2298	1969	1909
309	290	369	281
1070	1129	977	1223
24453	22364	25953	20232
1915	1885	1720	1525
757	781	658	593
692	760	594	600
79	70	54	37
0	0	0	0
6250	4877	5206	3879
145	82	64	63
234	147	145	147
681	561	700	471
669	529	652	571
21	10	17	10
251	238	300	270
5	7	7	6
283	213	280	247
114	117	80	89
3139	2981	3818	3088
1	1	1	0
191	184	198	165
0	0	0	0
0	0	1	0
0	0	0	0
0	2	0	0
2	0	0	1
0	0	0	0
0	0	0	0
1	3	2	5
4345	3384	3047	2415
835	790	616	639
815	751	588	745
3	4	0	2
6182	5707	5689	5164
6139	5655	5655	5127
3054	2640	3403	2707
5732	4871	5479	3941
211	194	215	156
1	0	1	0
131	114	144	100
3140	2716	2966	2566
13	20	22	12
29822	25896	34541	31734
39	25	18	15
9	6	10	6
411	424	400	403
100	91	84	80
45	75	87	83
9930	8608	9014	8100
213	166	174	153
2	5	13	7
383	298	275	231
367	336	379	219
9346	7723	11166	9252
194	150	240	262
0	0	0	0
4841	4466	4594	3316
0	0	0	0
501	480	432	365
0	0	0	0
3813	3550	2986	2811
0	2	4	7
1868	1642	2623	2348
3768	3306	3824	2773
36	26	26	26
21636	18978	18865	18805
3	4	10	14
233	216	141	205
205	189	151	142
255	330	205	250
860	1153	1105	850
969	806	1073	892
0	0	5	0
298	261	378	288
2	0	2	1
0	0	1	2
9	2	27	34
0	0	0	1
0	0	0	1
21	8	8	0
58	49	94	85
468	424	504	324
299	327	302	271
2	4	5	2
0	0	1	1
2	2	2	1
252	208	146	188
9	14	7	3
6	11	6	5
5270	5051	4904	4636
12	8	6	5
154	140	98	145
1915	1695	1632	1913
40	49	47	32
0	0	1	1
5347	4809	4911	4205
246	143	197	123
0	0	0	0
0	2	0	0
2	0	1	0
0	2	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	1	0
